20.53525	11.54782	15.39927	31.62278
13.33521	4.86968	15.39927	64.93816
20.53525	3.65174	8.65964	48.69675
13.33521	4.21697	31.62278	74.98942
17.78279	4.86968	56.23413	237.13737
8.65964	2.73842	20.53525	205.3525
17.78279	2.73842	15.39927	20.53525
42.16965	2.37137	36.51741	133.35214
11.54782	2.73842	48.69675	74.98942
7.49894	6.49382	31.62278	273.84196
23.71374	7.49894	13.33521	48.69675
27.3842	10	42.16965	115.4782
15.39927	11.54782	42.16965	153.99265
4.21697	5.62341	42.16965	27.3842
8.65964	3.65174	56.23413	48.69675
15.39927	15.39927	31.62278	153.99265
11.54782	20.53525	17.78279	64.93816
7.49894	13.33521	13.33521	42.16965
11.54782	2.37137	23.71374	36.51741
8.65964	4.21697	15.39927	56.23413
13.33521	20.53525	15.39927	153.99265
15.39927	42.16965	7.49894	100
11.54782	36.51741	13.33521	56.23413
11.54782	2.37137	8.65964	86.59643
6.49382	4.86968	15.39927	48.69675
8.65964	15.39927	4.86968	27.3842
13.33521	11.54782	8.65964	153.99265
15.39927	13.33521	6.49382	86.59643
8.65964	8.65964	10	31.62278
3.65174	6.49382	8.65964	48.69675
6.49382	13.33521	5.62341	48.69675
8.65964	20.53525	5.62341	115.4782
15.39927	48.69675	7.49894	273.84196
6.49382	11.54782	4.86968	42.16965
10	15.39927	6.49382	74.98942
5.62341	36.51741	1.53993	56.23413
15.39927	23.71374	3.16228	42.16965
15.39927	56.23413	3.16228	177.82794
3.65174	15.39927	20.53525	74.98942
3.16228	13.33521	17.78279	27.3842
4.86968	15.39927	2.05353	36.51741
3.16228	36.51741	2.05353	48.69675
5.62341	74.98942	3.65174	42.16965
10	23.71374	4.86968	48.69675
2.37137	8.65964	7.49894	36.51741
2.37137	36.51741	2.73842	64.93816
4.21697	100	2.05353	13.33521
2.05353	27.3842	4.21697	23.71374
0.56234	27.3842	15.39927	8.65964
2.37137	31.62278	11.54782	17.78279
5.62341	56.23413	4.86968	64.93816
3.16228	42.16965	4.86968	10
3.16228	31.62278	3.16228	10
0.86596	56.23413	2.73842	13.33521
1.77828	17.78279	20.53525	13.33521
4.86968	205.3525	27.3842	36.51741
3.65174	100	6.49382	17.78279
2.73842	115.4782	11.54782	4.21697
2.73842	42.16965	8.65964	10
2.37137	56.23413	5.62341	5.62341
2.73842	133.35214	31.62278	27.3842
1.15478	100	7.49894	8.65964
2.05353	56.23413	4.21697	7.49894
1.53993	31.62278	4.86968	7.49894
3.65174	153.99265	11.54782	6.49382
1.53993	177.82794	15.39927	5.62341
1	133.35214	11.54782	7.49894
1.77828	74.98942	6.49382	11.54782
2.05353	36.51741	23.71374	15.39927
2.73842	86.59643	15.39927	8.65964
5.62341	205.3525	23.71374	4.86968
8.65964	316.22777	20.53525	4.21697
3.65174	74.98942	11.54782	3.16228
2.37137	31.62278	23.71374	5.62341
15.39927	562.34133	13.33521	4.21697
3.16228	100	48.69675	2.37137
3.65174	42.16965	20.53525	1
4.21697	153.99265	17.78279	4.21697
3.65174	86.59643	17.78279	1.33352
10	100	10	1.15478
4.86968	86.59643	31.62278	1.15478
7.49894	133.35214	20.53525	0.86596
10	74.98942	13.33521	1.53993
2.73842	74.98942	15.39927	2.73842
13.33521	115.4782	8.65964	3.65174
